"teamName","scoreHome","scoreAway","completions","throwingAttempts","hucksCompleted","hucksAttempted","blocks","turnovers","oLineScores","oLinePoints","oLinePossessions","dLineScores","dLinePoints","dLinePossessions","redZoneScores","redZonePossessions","gameID","teamID"
"AlleyCats",27,18,247,270,NA,NA,5,23,16,29,38,2,20,4,NA,NA,"2018-07-28-IND-MAD","alleycats"
"Radicals",27,18,280,294,NA,NA,13,14,18,20,22,9,29,22,NA,NA,"2018-07-28-IND-MAD","radicals"
"Flyers",23,26,248,266,NA,NA,13,18,17,25,29,9,28,19,NA,NA,"2018-07-27-RAL-AUS","flyers"
"Sol",23,26,255,277,NA,NA,10,22,16,28,36,7,25,12,NA,NA,"2018-07-27-RAL-AUS","sol"
"Growlers",26,22,265,282,NA,NA,7,17,19,28,36,3,24,6,NA,NA,"2018-07-21-SD-LA","growlers"
"Aviators",26,22,269,281,NA,NA,8,12,20,24,26,6,28,14,NA,NA,"2018-07-21-SD-LA","aviators"
"Breeze",15,19,218,255,NA,NA,13,37,13,21,42,2,17,13,NA,NA,"2018-07-21-NY-DC","breeze"
"Empire",15,19,239,273,NA,NA,18,34,14,17,27,5,20,28,NA,NA,"2018-07-21-NY-DC","empire"
"Wind Chill",20,19,287,323,NA,NA,17,36,13,22,33,6,21,23,NA,NA,"2018-07-21-MIN-IND","windchill"
"AlleyCats",20,19,172,205,NA,NA,16,33,14,21,38,6,22,18,NA,NA,"2018-07-21-MIN-IND","alleycats"
"Royal",25,32,190,216,NA,NA,7,26,21,33,41,4,26,11,NA,NA,"2018-07-15-OTT-MTL","royal"
"Outlaws",25,32,208,227,NA,NA,9,19,19,26,32,13,34,21,NA,NA,"2018-07-15-OTT-MTL","outlaws"
"Empire",22,30,231,248,NA,NA,11,17,19,24,29,11,32,20,NA,NA,"2018-07-15-NY-PHI","empire"
"Phoenix",22,30,330,355,NA,NA,8,25,19,32,41,3,24,9,NA,NA,"2018-07-15-NY-PHI","phoenix"
"Hustle",30,26,319,336,NA,NA,12,17,19,28,33,11,32,18,NA,NA,"2018-07-15-NSH-ATL","hustle"
"Nightwatch",30,26,307,329,NA,NA,15,22,19,32,38,7,28,13,NA,NA,"2018-07-15-NSH-ATL","nightwatch"
"Wind Chill",20,23,276,297,NA,NA,11,21,16,22,32,7,25,15,NA,NA,"2018-07-15-MIN-CHI","windchill"
"Union",20,23,257,281,NA,NA,13,24,16,25,32,4,22,14,NA,NA,"2018-07-15-MIN-CHI","union"
"FlameThrowers",20,31,278,306,NA,NA,10,28,16,33,41,4,22,9,NA,NA,"2018-07-14-SEA-SF","flamethrowers"
"Cascades",20,31,286,303,NA,NA,16,17,17,22,27,14,33,25,NA,NA,"2018-07-14-SEA-SF","cascades"
"Breeze",29,19,301,314,NA,NA,14,13,18,21,28,11,31,18,NA,NA,"2018-07-14-NY-DC","breeze"
"Empire",29,19,268,293,NA,NA,9,25,17,31,36,2,21,9,NA,NA,"2018-07-14-NY-DC","empire"
"Cannons",24,23,346,365,NA,NA,14,19,18,21,28,4,24,15,NA,NA,"2018-07-14-NSH-TB","cannons"
"Nightwatch",24,23,194,214,NA,NA,13,20,16,24,32,3,21,10,NA,NA,"2018-07-14-NSH-TB","nightwatch"
"Wind Chill",26,16,282,312,NA,NA,6,30,14,28,36,2,18,12,NA,NA,"2018-07-14-MIN-IND","windchill"
"AlleyCats",26,16,209,229,NA,NA,15,20,16,18,28,10,28,20,NA,NA,"2018-07-14-MIN-IND","alleycats"
"Aviators",34,21,262,287,NA,NA,7,25,18,36,43,3,23,5,NA,NA,"2018-07-14-LA-SD","aviators"
"Growlers",34,21,380,392,NA,NA,12,12,18,23,24,16,36,25,NA,NA,"2018-07-14-LA-SD","growlers"
"Mechanix",32,10,190,209,NA,NA,20,19,8,12,20,24,34,32,NA,NA,"2018-07-14-DET-PIT","mechanix"
"Thunderbirds",32,10,190,208,NA,NA,20,18,8,12,20,24,34,32,NA,NA,"2018-07-14-DET-PIT","thunderbirds"
"Union",27,24,290,307,NA,NA,10,17,18,29,37,6,26,8,NA,NA,"2018-07-14-CHI-MAD","union"
"Radicals",27,24,340,356,NA,NA,12,16,20,26,28,7,29,16,NA,NA,"2018-07-14-CHI-MAD","radicals"
"Spiders",27,24,308,327,NA,NA,10,19,20,26,34,7,29,15,NA,NA,"2018-07-13-SEA-SJ","spiders"
"Cascades",27,24,238,261,NA,NA,11,23,20,29,36,4,26,14,NA,NA,"2018-07-13-SEA-SJ","cascades"
"Outlaws",13,26,216,255,NA,NA,10,39,12,28,37,1,15,19,NA,NA,"2018-07-08-TOR-OTT","outlaws"
"Rush",13,26,176,201,NA,NA,16,25,13,15,30,13,28,23,NA,NA,"2018-07-08-TOR-OTT","rush"
"Sol",6,7,64,70,NA,NA,0,6,4,8,8,2,6,4,NA,NA,"2018-07-08-TB-AUS","sol"
"Cannons",6,7,69,73,NA,NA,3,4,3,7,9,4,8,4,NA,NA,"2018-07-08-TB-AUS","cannons"
"Legion",21,16,227,260,NA,NA,21,33,12,18,28,9,23,30,NA,NA,"2018-07-07-TB-DAL","legion"
"Cannons",21,16,238,274,NA,NA,19,36,10,23,39,6,18,16,NA,NA,"2018-07-07-TB-DAL","cannons"
"Phoenix",27,23,329,345,NA,NA,5,16,19,29,29,4,25,11,NA,NA,"2018-07-07-PHI-NY","phoenix"
"Empire",27,23,260,272,NA,NA,11,12,19,25,31,8,29,10,NA,NA,"2018-07-07-PHI-NY","empire"
"Rush",28,24,266,285,NA,NA,12,19,17,26,32,11,30,18,NA,NA,"2018-07-07-MTL-TOR","rush"
"Royal",28,24,280,304,NA,NA,11,24,18,30,37,6,26,12,NA,NA,"2018-07-07-MTL-TOR","royal"
"Union",18,25,274,294,NA,NA,4,20,16,27,35,2,20,7,NA,NA,"2018-07-07-IND-CHI","union"
"AlleyCats",18,25,293,308,NA,NA,11,15,17,20,24,8,27,16,NA,NA,"2018-07-07-IND-CHI","alleycats"
"Hustle",26,25,273,288,NA,NA,10,15,20,28,35,5,27,8,NA,NA,"2018-07-07-ATL-RAL","hustle"
"Flyers",26,25,302,315,NA,NA,8,13,19,27,28,7,28,14,NA,NA,"2018-07-07-ATL-RAL","flyers"
"Wind Chill",35,24,314,336,NA,NA,6,22,22,37,41,2,26,7,NA,NA,"2018-07-03-MIN-MAD","windchill"
"Radicals",35,24,283,294,NA,NA,13,11,23,26,30,12,37,19,NA,NA,"2018-07-03-MIN-MAD","radicals"
"Spiders",25,24,272,294,NA,NA,10,22,21,27,37,3,26,11,NA,NA,"2018-07-01-SJ-SEA","spiders"
"Cascades",25,24,277,298,NA,NA,12,21,20,26,34,5,27,15,NA,NA,"2018-07-01-SJ-SEA","cascades"
"Aviators",28,21,239,258,NA,NA,14,19,18,23,29,10,30,22,NA,NA,"2018-07-01-SF-LA","aviators"
"FlameThrowers",28,21,308,336,NA,NA,9,28,18,30,40,3,23,9,NA,NA,"2018-07-01-SF-LA","flamethrowers"
"Empire",18,26,299,314,NA,NA,13,15,14,20,29,12,28,15,NA,NA,"2018-07-01-NY-MTL","empire"
"Royal",18,26,196,219,NA,NA,4,23,14,28,29,4,20,13,NA,NA,"2018-07-01-NY-MTL","royal"
"Growlers",27,22,312,333,NA,NA,12,21,18,24,30,9,29,19,NA,NA,"2018-06-30-SF-SD","growlers"
"FlameThrowers",27,22,290,315,NA,NA,11,25,19,29,39,3,24,11,NA,NA,"2018-06-30-SF-SD","flamethrowers"
"Mechanix",19,20,207,245,NA,NA,15,38,12,22,37,7,21,22,NA,NA,"2018-06-30-PIT-DET","mechanix"
"Thunderbirds",19,20,225,264,NA,NA,17,39,11,21,36,9,22,24,NA,NA,"2018-06-30-PIT-DET","thunderbirds"
"Breeze",25,15,328,340,NA,NA,12,12,13,17,20,12,27,20,NA,NA,"2018-06-30-PHI-DC","breeze"
"Phoenix",25,15,276,297,NA,NA,8,21,11,27,32,4,17,7,NA,NA,"2018-06-30-PHI-DC","phoenix"
"Empire",23,29,283,295,NA,NA,12,12,20,25,29,9,31,15,NA,NA,"2018-06-30-NY-OTT","empire"
"Outlaws",23,29,234,252,NA,NA,7,18,19,31,35,4,25,8,NA,NA,"2018-06-30-NY-OTT","outlaws"
"Flyers",33,20,332,345,NA,NA,15,13,19,22,24,14,35,25,NA,NA,"2018-06-30-NSH-RAL","flyers"
"Nightwatch",33,20,278,304,NA,NA,7,26,18,35,44,2,22,5,NA,NA,"2018-06-30-NSH-RAL","nightwatch"
"Radicals",26,17,326,347,NA,NA,20,21,18,19,26,8,28,23,NA,NA,"2018-06-30-IND-MAD","radicals"
"AlleyCats",26,17,229,257,NA,NA,6,28,16,28,40,1,19,7,NA,NA,"2018-06-30-IND-MAD","alleycats"
"Union",25,23,214,231,NA,NA,6,17,18,27,33,5,25,9,NA,NA,"2018-06-30-CHI-MIN","union"
"Wind Chill",25,23,445,459,NA,NA,10,14,19,25,29,6,27,13,NA,NA,"2018-06-30-CHI-MIN","windchill"
"Sol",29,25,167,202,NA,NA,10,35,20,31,47,5,27,15,NA,NA,"2018-06-30-AUS-DAL","sol"
"Legion",29,25,301,330,NA,NA,14,29,22,27,36,7,31,24,NA,NA,"2018-06-30-AUS-DAL","legion"
"Cannons",19,16,384,400,NA,NA,16,16,13,18,22,6,20,16,NA,NA,"2018-06-30-ATL-TB","cannons"
"Hustle",19,16,166,184,NA,NA,11,18,11,21,29,5,18,9,NA,NA,"2018-06-30-ATL-TB","hustle"
"Legion",28,16,262,299,NA,NA,23,37,17,18,34,11,30,33,NA,NA,"2018-06-24-NSH-DAL","legion"
"Nightwatch",28,16,153,201,NA,NA,15,48,16,30,51,0,18,16,NA,NA,"2018-06-24-NSH-DAL","nightwatch"
"Phoenix",27,19,279,307,NA,NA,17,28,16,21,23,11,29,35,NA,NA,"2018-06-24-MTL-PHI","phoenix"
"Royal",27,19,246,282,NA,NA,16,36,18,29,53,1,21,4,NA,NA,"2018-06-24-MTL-PHI","royal"
"FlameThrowers",24,25,291,312,NA,NA,7,21,20,27,33,4,26,15,NA,NA,"2018-06-24-LA-SF","flamethrowers"
"Aviators",24,25,248,269,NA,NA,16,21,20,26,37,5,27,11,NA,NA,"2018-06-24-LA-SF","aviators"
"Outlaws",29,30,213,243,NA,NA,16,30,22,32,39,7,31,22,NA,NA,"2018-06-24-DC-OTT","outlaws"
"Breeze",29,30,268,296,NA,NA,12,28,22,31,45,8,32,15,NA,NA,"2018-06-24-DC-OTT","breeze"
"Mechanix",27,31,249,272,NA,NA,6,23,23,33,39,4,29,12,NA,NA,"2018-06-24-CHI-DET","mechanix"
"Union",27,31,264,282,NA,NA,18,18,22,29,37,9,33,16,NA,NA,"2018-06-24-CHI-DET","union"
"Growlers",22,23,362,377,NA,NA,7,15,17,24,28,6,25,13,NA,NA,"2018-06-23-SD-SEA","growlers"
"Cascades",22,23,233,249,NA,NA,9,16,17,25,31,5,24,9,NA,NA,"2018-06-23-SD-SEA","cascades"
"Hustle",30,20,310,322,NA,NA,14,12,16,22,29,14,32,17,NA,NA,"2018-06-23-RAL-ATL","hustle"
"Flyers",30,20,354,375,NA,NA,8,21,15,32,32,5,22,13,NA,NA,"2018-06-23-RAL-ATL","flyers"
"Thunderbirds",28,29,269,290,NA,NA,12,21,24,31,40,5,31,12,NA,NA,"2018-06-23-PIT-MIN","thunderbirds"
"Wind Chill",28,29,344,364,NA,NA,11,20,22,31,36,6,31,16,NA,NA,"2018-06-23-PIT-MIN","windchill"
"Nightwatch",24,23,243,278,NA,NA,19,35,16,27,37,7,26,25,NA,NA,"2018-06-23-NSH-AUS","nightwatch"
"Sol",24,23,322,357,NA,NA,12,35,16,25,42,8,27,19,NA,NA,"2018-06-23-NSH-AUS","sol"
"Empire",22,23,274,291,NA,NA,13,17,16,24,29,6,24,12,NA,NA,"2018-06-23-MTL-NY","empire"
"Royal",22,23,274,288,NA,NA,11,14,16,24,28,7,24,12,NA,NA,"2018-06-23-MTL-NY","royal"
"Spiders",18,27,308,336,NA,NA,13,28,15,29,37,3,20,12,NA,NA,"2018-06-23-LA-SJ","spiders"
"Aviators",18,27,204,224,NA,NA,16,20,15,20,27,12,29,21,NA,NA,"2018-06-23-LA-SJ","aviators"
"Mechanix",40,20,159,195,NA,NA,7,36,17,42,52,3,22,8,NA,NA,"2018-06-23-DET-IND","mechanix"
"AlleyCats",40,20,279,300,NA,NA,27,21,19,22,27,21,42,37,NA,NA,"2018-06-23-DET-IND","alleycats"
"Rush",28,21,256,277,NA,NA,14,21,20,23,33,8,30,18,NA,NA,"2018-06-23-DC-TOR","rush"
"Breeze",28,21,279,306,NA,NA,11,27,20,30,39,1,23,12,NA,NA,"2018-06-23-DC-TOR","breeze"
"Cascades",25,27,279,307,NA,NA,17,28,19,27,40,8,29,19,NA,NA,"2018-06-17-SEA-SD","cascades"
"Growlers",25,27,278,309,NA,NA,14,31,20,29,39,5,27,18,NA,NA,"2018-06-17-SEA-SD","growlers"
"Empire",25,18,209,239,NA,NA,10,30,14,27,38,4,20,10,NA,NA,"2018-06-17-NY-TOR","empire"
"Rush",25,18,248,269,NA,NA,18,21,14,20,26,11,27,24,NA,NA,"2018-06-17-NY-TOR","rush"
"Radicals",21,20,255,272,NA,NA,3,17,14,23,27,6,22,11,NA,NA,"2018-06-17-MAD-IND","radicals"
"AlleyCats",21,20,356,371,NA,NA,12,15,16,22,27,5,23,10,NA,NA,"2018-06-17-MAD-IND","alleycats"
"Union",34,12,245,268,NA,NA,17,23,12,14,18,22,36,42,NA,NA,"2018-06-17-DET-CHI","union"
"Mechanix",34,12,200,245,NA,NA,7,45,12,36,54,0,14,4,NA,NA,"2018-06-17-DET-CHI","mechanix"
"Cannons",25,28,252,270,NA,NA,8,18,18,30,33,7,27,12,NA,NA,"2018-06-17-DAL-TB","cannons"
"Legion",25,28,325,341,NA,NA,8,16,17,27,33,11,30,14,NA,NA,"2018-06-17-DAL-TB","legion"
"FlameThrowers",21,17,182,219,NA,NA,16,37,16,19,33,5,23,27,NA,NA,"2018-06-16-SJ-SF","flamethrowers"
"Spiders",21,17,191,230,NA,NA,8,39,16,23,42,1,19,16,NA,NA,"2018-06-16-SJ-SF","spiders"
"Cascades",26,17,304,336,NA,NA,10,32,13,28,42,4,19,10,NA,NA,"2018-06-16-SEA-LA","cascades"
"Aviators",26,17,265,287,NA,NA,10,22,14,19,24,12,28,27,NA,NA,"2018-06-16-SEA-LA","aviators"
"Outlaws",27,17,254,286,NA,NA,10,32,16,29,42,1,19,9,NA,NA,"2018-06-16-OTT-TOR","outlaws"
"Rush",27,17,225,247,NA,NA,25,22,16,19,27,11,29,26,NA,NA,"2018-06-16-OTT-TOR","rush"
"Empire",26,22,211,236,NA,NA,7,25,18,28,41,4,24,8,NA,NA,"2018-06-16-NY-MTL","empire"
"Royal",26,22,254,274,NA,NA,17,20,18,24,27,8,28,23,NA,NA,"2018-06-16-NY-MTL","royal"
"Nightwatch",27,15,224,251,NA,NA,8,27,12,29,38,3,17,8,NA,NA,"2018-06-16-NSH-RAL","nightwatch"
"Flyers",27,15,343,357,NA,NA,14,14,13,17,21,14,29,24,NA,NA,"2018-06-16-NSH-RAL","flyers"
"Radicals",21,25,278,292,NA,NA,12,14,18,23,25,7,27,16,NA,NA,"2018-06-16-MAD-PIT","radicals"
"Thunderbirds",21,25,327,345,NA,NA,4,18,19,27,35,2,23,5,NA,NA,"2018-06-16-MAD-PIT","thunderbirds"
"Wind Chill",37,18,253,272,NA,NA,26,19,18,20,27,19,39,32,NA,NA,"2018-06-16-DET-MIN","windchill"
"Mechanix",37,18,260,297,NA,NA,7,37,17,39,49,1,20,8,NA,NA,"2018-06-16-DET-MIN","mechanix"
"Hustle",20,24,205,224,NA,NA,8,19,18,26,34,2,22,7,NA,NA,"2018-06-16-DAL-ATL","hustle"
"Legion",20,24,422,437,NA,NA,11,15,19,22,27,5,26,15,NA,NA,"2018-06-16-DAL-ATL","legion"
"Breeze",25,24,370,389,NA,NA,9,19,18,27,30,7,27,19,NA,NA,"2018-06-09-TOR-DC","breeze"
"Rush",25,24,279,299,NA,NA,9,20,18,27,37,6,27,10,NA,NA,"2018-06-09-TOR-DC","rush"
"Growlers",21,20,295,319,NA,NA,13,24,12,23,33,8,22,12,NA,NA,"2018-06-09-SD-SJ","growlers"
"Spiders",21,20,298,320,NA,NA,15,22,11,22,26,10,23,20,NA,NA,"2018-06-09-SD-SJ","spiders"
"Thunderbirds",30,21,277,307,NA,NA,9,30,19,32,46,2,23,6,NA,NA,"2018-06-09-PIT-PHI","thunderbirds"
"Phoenix",30,21,274,293,NA,NA,17,19,20,23,26,10,32,26,NA,NA,"2018-06-09-PIT-PHI","phoenix"
"Union",21,22,319,341,NA,NA,8,22,17,24,30,4,23,14,NA,NA,"2018-06-09-MAD-CHI","union"
"Radicals",21,22,274,294,NA,NA,7,20,17,23,32,5,24,13,NA,NA,"2018-06-09-MAD-CHI","radicals"
"Legion",17,19,283,304,NA,NA,14,21,13,19,27,6,21,15,NA,NA,"2018-06-09-DAL-AUS","legion"
"Sol",17,19,200,221,NA,NA,12,21,12,21,28,5,19,13,NA,NA,"2018-06-09-DAL-AUS","sol"
"Nightwatch",21,24,293,312,NA,NA,7,19,18,24,27,3,21,13,NA,NA,"2018-06-09-ATL-NSH","nightwatch"
"Hustle",21,24,264,278,NA,NA,6,14,17,23,32,7,26,10,NA,NA,"2018-06-09-ATL-NSH","hustle"
"Outlaws",26,27,249,277,NA,NA,13,28,18,29,40,8,29,17,NA,NA,"2018-06-08-MTL-OTT","outlaws"
"Royal",26,27,265,291,NA,NA,16,26,20,28,37,7,29,20,NA,NA,"2018-06-08-MTL-OTT","royal"
"Wind Chill",20,17,359,381,NA,NA,8,22,12,22,32,5,19,8,NA,NA,"2018-06-08-MIN-MAD","windchill"
"Radicals",20,17,242,261,NA,NA,13,19,12,19,21,8,22,21,NA,NA,"2018-06-08-MIN-MAD","radicals"
"Aviators",23,19,237,261,NA,NA,14,24,16,21,28,7,24,21,NA,NA,"2018-06-03-SF-LA","aviators"
"FlameThrowers",23,19,246,274,NA,NA,7,28,16,25,38,3,21,12,NA,NA,"2018-06-03-SF-LA","flamethrowers"
"Phoenix",22,21,266,297,NA,NA,13,31,15,23,34,7,24,21,NA,NA,"2018-06-03-OTT-PHI","phoenix"
"Outlaws",22,21,198,232,NA,NA,14,34,14,24,38,7,23,18,NA,NA,"2018-06-03-OTT-PHI","outlaws"
"Hustle",28,29,227,242,NA,NA,7,15,21,31,35,7,30,11,NA,NA,"2018-06-03-DAL-ATL","hustle"
"Legion",28,29,350,365,NA,NA,10,15,21,30,34,8,31,13,NA,NA,"2018-06-03-DAL-ATL","legion"
"Royal",20,24,239,270,NA,NA,13,31,12,26,36,8,22,17,NA,NA,"2018-06-02-TOR-MTL","royal"
"Rush",20,24,205,233,NA,NA,17,28,14,22,31,10,26,25,NA,NA,"2018-06-02-TOR-MTL","rush"
"Spiders",25,29,319,349,NA,NA,14,30,18,27,35,10,30,26,NA,NA,"2018-06-02-SJ-SEA","spiders"
"Cascades",25,29,229,264,NA,NA,15,35,17,31,44,8,27,16,NA,NA,"2018-06-02-SJ-SEA","cascades"
"Growlers",24,25,288,315,NA,NA,16,27,20,28,41,4,26,15,NA,NA,"2018-06-02-SF-SD","growlers"
"FlameThrowers",24,25,309,335,NA,NA,14,26,20,26,35,5,28,18,NA,NA,"2018-06-02-SF-SD","flamethrowers"
"Empire",24,21,281,303,NA,NA,19,22,15,23,34,9,26,14,NA,NA,"2018-06-02-OTT-NY","empire"
"Outlaws",24,21,208,233,NA,NA,13,25,14,26,30,7,23,18,NA,NA,"2018-06-02-OTT-NY","outlaws"
"Wind Chill",22,18,248,272,NA,NA,14,24,17,20,28,5,24,20,NA,NA,"2018-06-02-IND-MIN","windchill"
"AlleyCats",22,18,235,264,NA,NA,12,29,17,24,39,1,20,10,NA,NA,"2018-06-02-IND-MIN","alleycats"
"Breeze",11,20,342,365,NA,NA,17,23,8,13,20,12,22,27,NA,NA,"2018-06-02-DC-PIT","breeze"
"Thunderbirds",11,20,169,203,NA,NA,9,34,9,22,37,2,13,9,NA,NA,"2018-06-02-DC-PIT","thunderbirds"
"Nightwatch",21,31,213,248,NA,NA,13,35,21,33,46,0,23,12,NA,NA,"2018-06-02-DAL-NSH","nightwatch"
"Legion",21,31,319,344,NA,NA,21,25,21,22,34,10,33,25,NA,NA,"2018-06-02-DAL-NSH","legion"
"Union",18,25,196,225,NA,NA,17,29,16,20,36,9,27,21,NA,NA,"2018-06-02-CHI-DET","union"
"Mechanix",18,25,309,343,NA,NA,12,34,16,27,37,2,20,18,NA,NA,"2018-06-02-CHI-DET","mechanix"
"Cannons",26,27,292,313,NA,NA,10,21,19,29,35,7,28,13,NA,NA,"2018-06-02-AUS-TB","cannons"
"Sol",26,27,287,307,NA,NA,8,20,19,28,33,8,29,16,NA,NA,"2018-06-02-AUS-TB","sol"
"Sol",32,14,211,242,NA,NA,4,31,11,34,39,3,16,6,NA,NA,"2018-06-01-AUS-RAL","sol"
"Flyers",32,14,290,301,NA,NA,19,11,12,16,19,20,34,28,NA,NA,"2018-06-01-AUS-RAL","flyers"
"Phoenix",30,18,235,268,NA,NA,8,33,13,32,42,5,20,12,NA,NA,"2018-05-27-PHI-OTT","phoenix"
"Outlaws",30,18,219,240,NA,NA,11,21,14,20,26,16,32,27,NA,NA,"2018-05-27-PHI-OTT","outlaws"
"Growlers",25,23,313,333,NA,NA,5,20,14,27,34,9,25,10,NA,NA,"2018-05-26-SD-LA","growlers"
"Aviators",25,23,272,289,NA,NA,11,17,16,25,26,9,27,19,NA,NA,"2018-05-26-SD-LA","aviators"
"Radicals",16,24,295,314,NA,NA,6,19,13,26,30,3,18,5,NA,NA,"2018-05-26-RAL-MAD","radicals"
"Flyers",16,24,365,374,NA,NA,10,9,13,18,20,11,26,17,NA,NA,"2018-05-26-RAL-MAD","flyers"
"Phoenix",28,23,293,320,NA,NA,4,27,20,30,39,3,25,12,NA,NA,"2018-05-26-PHI-TOR","phoenix"
"Rush",28,23,225,245,NA,NA,9,20,20,25,33,8,30,19,NA,NA,"2018-05-26-PHI-TOR","rush"
"Empire",29,21,236,260,NA,NA,11,24,16,31,39,5,23,9,NA,NA,"2018-05-26-NY-DC","empire"
"Breeze",29,21,264,280,NA,NA,13,16,17,23,27,12,31,20,NA,NA,"2018-05-26-NY-DC","breeze"
"AlleyCats",26,22,285,297,NA,NA,11,12,20,24,26,6,28,14,NA,NA,"2018-05-26-CHI-IND","alleycats"
"Union",26,22,267,284,NA,NA,5,17,20,28,36,2,24,5,NA,NA,"2018-05-26-CHI-IND","union"
"Nightwatch",27,21,263,279,NA,NA,11,16,18,23,30,9,29,17,NA,NA,"2018-05-26-AUS-NSH","nightwatch"
"Sol",27,21,191,214,NA,NA,12,23,18,29,35,3,23,10,NA,NA,"2018-05-26-AUS-NSH","sol"
"Rush",21,19,275,307,NA,NA,18,32,11,21,29,10,23,27,NA,NA,"2018-05-20-OTT-TOR","rush"
"Outlaws",21,19,179,214,NA,NA,16,35,11,23,39,8,21,17,NA,NA,"2018-05-20-OTT-TOR","outlaws"
"Mechanix",24,34,254,284,NA,NA,14,30,20,36,47,4,26,11,NA,NA,"2018-05-20-MIN-DET","mechanix"
"Wind Chill",24,34,223,244,NA,NA,13,21,20,26,31,14,36,26,NA,NA,"2018-05-20-MIN-DET","windchill"
"Royal",21,20,199,230,NA,NA,15,31,12,22,33,9,23,22,NA,NA,"2018-05-20-DC-MTL","royal"
"Breeze",21,20,254,286,NA,NA,19,32,12,23,36,8,22,19,NA,NA,"2018-05-20-DC-MTL","breeze"
"Hustle",26,21,196,220,NA,NA,6,24,18,28,39,3,23,9,NA,NA,"2018-05-20-ATL-DAL","hustle"
"Legion",26,21,302,322,NA,NA,7,20,19,23,29,7,28,20,NA,NA,"2018-05-20-ATL-DAL","legion"
"Nightwatch",32,30,254,272,NA,NA,15,18,23,32,37,9,34,17,NA,NA,"2018-05-19-TB-NSH","nightwatch"
"Cannons",32,30,315,339,NA,NA,16,24,23,34,42,7,32,15,NA,NA,"2018-05-19-TB-NSH","cannons"
"Cascades",24,14,181,219,NA,NA,8,38,11,26,41,3,16,11,NA,NA,"2018-05-19-SEA-SJ","cascades"
"Spiders",24,14,294,320,NA,NA,19,26,11,16,24,13,26,30,NA,NA,"2018-05-19-SEA-SJ","spiders"
"Empire",23,15,237,252,NA,NA,13,15,13,17,23,10,25,18,NA,NA,"2018-05-19-PHI-NY","empire"
"Phoenix",23,15,267,288,NA,NA,8,21,13,25,32,2,17,7,NA,NA,"2018-05-19-PHI-NY","phoenix"
"Wind Chill",21,33,264,286,NA,NA,23,22,16,23,31,17,35,27,NA,NA,"2018-05-19-MIN-PIT","windchill"
"Thunderbirds",21,33,227,262,NA,NA,10,35,16,35,43,5,23,13,NA,NA,"2018-05-19-MIN-PIT","thunderbirds"
"Radicals",16,24,229,246,NA,NA,13,17,14,18,25,10,26,19,NA,NA,"2018-05-19-MAD-CHI","radicals"
"Union",16,24,373,398,NA,NA,5,25,13,26,31,3,18,10,NA,NA,"2018-05-19-MAD-CHI","union"
"Aviators",20,25,262,277,NA,NA,15,15,17,22,25,8,27,18,NA,NA,"2018-05-19-LA-SD","aviators"
"Growlers",20,25,291,312,NA,NA,10,21,16,27,34,4,22,8,NA,NA,"2018-05-19-LA-SD","growlers"
"Breeze",33,20,274,303,NA,NA,9,29,15,35,41,5,22,11,NA,NA,"2018-05-19-DC-TOR","breeze"
"Rush",33,20,280,297,NA,NA,19,17,16,22,28,17,35,25,NA,NA,"2018-05-19-DC-TOR","rush"
"Hustle",28,19,253,281,NA,NA,10,28,16,30,40,3,21,10,NA,NA,"2018-05-19-ATL-AUS","hustle"
"Sol",28,19,290,310,NA,NA,11,20,16,21,27,12,30,22,NA,NA,"2018-05-19-ATL-AUS","sol"
"Cascades",32,29,217,247,NA,NA,14,30,24,34,47,5,31,13,NA,NA,"2018-05-18-SEA-SF","cascades"
"FlameThrowers",32,29,261,287,NA,NA,13,26,25,31,36,7,34,25,NA,NA,"2018-05-18-SEA-SF","flamethrowers"
"Royal",18,21,237,262,NA,NA,10,25,12,23,29,6,20,18,NA,NA,"2018-05-13-TOR-MTL","royal"
"Rush",18,21,215,239,NA,NA,11,24,13,20,31,8,23,16,NA,NA,"2018-05-13-TOR-MTL","rush"
"AlleyCats",27,24,271,291,NA,NA,8,20,21,26,36,6,29,14,NA,NA,"2018-05-13-PIT-IND","alleycats"
"Thunderbirds",27,24,259,283,NA,NA,14,24,21,29,35,3,26,14,NA,NA,"2018-05-13-PIT-IND","thunderbirds"
"Aviators",26,30,232,257,NA,NA,17,25,20,28,37,10,32,19,NA,NA,"2018-05-13-LA-SEA","aviators"
"Cascades",26,30,296,325,NA,NA,17,29,19,32,41,7,28,16,NA,NA,"2018-05-13-LA-SEA","cascades"
"Mechanix",37,8,409,453,NA,NA,6,44,8,39,49,0,10,3,NA,NA,"2018-05-13-DET-MAD","mechanix"
"Radicals",37,8,211,225,NA,NA,30,14,10,10,13,27,39,41,NA,NA,"2018-05-13-DET-MAD","radicals"
"Hustle",27,26,238,247,NA,NA,7,9,22,28,29,5,29,10,NA,NA,"2018-05-12-TB-ATL","hustle"
"Cannons",27,26,408,417,NA,NA,6,9,21,29,32,5,28,7,NA,NA,"2018-05-12-TB-ATL","cannons"
"Spiders",23,26,284,315,NA,NA,11,31,20,28,37,3,25,19,NA,NA,"2018-05-12-SF-SJ","spiders"
"FlameThrowers",23,26,235,262,NA,NA,17,27,19,25,39,7,28,17,NA,NA,"2018-05-12-SF-SJ","flamethrowers"
"Breeze",25,24,225,244,NA,NA,9,19,18,26,33,7,27,14,NA,NA,"2018-05-12-RAL-DC","breeze"
